,ACHADO,TIPO_ACHADO
12155,Existência de preços diferentes para o mesmo serviço.,Falha na composição dos custos expressos na planilha orçamentária
16975,Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
14919,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
21628,"A.1.2 Não aplicação dos recursos, enquanto não utilizados, ou aplicação em desacordo com a legislação.",Irregularidades na execução do convênio
17357,Ausência de ART do projeto básico.,Ausência de ART do projeto
11708,"Obra em andamento, embora incluída no quadro-bloqueio da LOA deste ano.",Gestão temerária
18218,Pagamento por serviços não previstos contratualmente.,Liquidação e/ou pagamento irregular da despesa
7888,Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
16812,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
20575,Achado A.14. Contrato C1/03/004: Instrumento contratual com cumprimento ou execução dentro do território brasileiro formalizado apenas em língua estrangeira.,"Ausência de formalização, publicidade e/ou transparência do contrato"
21177,Baixo percentual de conclusão das obras com metodologia inovadora,Fiscalização contratual inexistente ou deficiente
20824,"Exigência, sem justificativa, de índices contábeis de capacidade financeira. ",Restrição à competitividade do certame
21639,Inexistência de critérios de aceitabilidade de preços unitários.,Irregularidades na elaboração do ato convocatório
15334,"Não há interesse por parte da administração em dar continuidade à obra paralisada, mas não houve rescisão formal dos contratos da obra.",Atraso ou paralisação da obra por ação ou omissão do gestor
12913,Licitação realizada sem contemplar os requisitos mínimos exigidos pela Lei 8.666/93.,Irregularidades na condução do procedimento licitatório
19899,Riscos de a Valec não finalizar as obras sob sua responsabilidade a tempo para a subconcessão,Boas práticas em gestão
17064,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
9154,Modalidade indevida de licitação.,"Adoção de tipo, regime ou modalidade de licitação indevidos"
11668,Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
16163,Quantitativos inadequados na planilha orçamentária.,"Projeto inexistente, deficiente ou desatualizado"
21967,Elaboração de Planilha Comparativa de Orçamentos com base em apenas dois orçamentos.,Falha na composição dos custos expressos na planilha orçamentária
9394,O Plano de Trabalho apresentado pelo Convenente não contém todos os requisitos exigidos pelo art. 2º da Instrução Normativa STN nº 1.,Irregularidades na fase de proposição
7263,Alteração injustificada de quantitativos.,"Aditivos irregulares, injustificados ou não celebrados"
15503,Critério de medição inadequado ou incompatível com o objeto real pretendido.,Cláusulas essenciais imprecisas ou ausentes
7379,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
18789,"A ausência de exigência de comprovação de capacitação técnico-operacional, em licitações destinadas à contratação de obras e serviços de engenharia, dá margem à contratação de pessoas jurídicas que não disponham de capacidade operacional para a execução dos objetos contratados, resultando em contratações anti-econômicas que acarretam, além de prejuízos financeiros, prejuízos sociais decorrentes da não entrega dos empreendimentos à sociedade, a qual deixa de usufruir dos benefícios que os investi",Descumprimento do cronograma físico-financeiro do objeto
5940,Existência de preços diferentes para o mesmo serviço.,Falha na composição dos custos expressos na planilha orçamentária
13228,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
14060,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
18860,Deficiências na especificação do planejamento da obra,"Projeto inexistente, deficiente ou desatualizado"
8578,Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
7756,Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
13160,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
9274,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
11861,Inclusão de parcela referente ao IRPJ e CSLL na composição do BDI ou na planilha de custo direto.,Falha na composição dos custos expressos na planilha orçamentária
16114,"Perda potencial ou efetiva de serviços realizados, em face da não execução concomitante de serviços essenciais à integridade da obra.",Outras irregularidades na execução do contrato
14539,O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
21894,"Ausência de fornecimento, nos editais, da composição dos preços e das planilhas de preços unitários e globais dos elementos mínimos necessários à composição dos custos pelos licitantes",Irregularidades na elaboração do ato convocatório
10490,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
18414,Estudo de viabilidade técnica e econômico-financeira deficiente.,Ausência de estudos capazes de comprovar a viabilidade do projeto
22876,Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
20890,Não adoção de providências quanto à ausência de pagamentos pela arrendatária no âmbito dos contratos Pres 12.91 e 12.93 e dos termos de confissão de dívida deles decorrentes,Liquidação e/ou pagamento irregular da despesa
9289,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
18926,Fiscalização deficiente da execução do convênio.,Deficiência ou ausência do acompanhamento e fiscalização pelo órgão concedente
11816,Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
11115,Não comprovação da execução dos serviços contratados.,Liquidação e/ou pagamento irregular da despesa
13633,Gestão temerária de empreendimento.,Gestão temerária
20688,Adiantamento de pagamento sem a apresentação das garantias contratuais.,Garantia contratual inexistente
22384,Habilitação de licitante em contrariedade à lei e ao edital da licitação.,Julgamento em desconformidade com o edital e com a legislação (habilitação e propostas)
13950,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
19900,Insuficiência de recursos orçamentários para a execução da obra no ano.,Dotação orçamentária incompatível com a execução do objeto
10749,Obras realizadas em terrenos não desapropriados (caracterização de esbulho pela Administração Pública).,Processo de desapropriação inexistente ou deficiente
20009,Inexecução parcial do objeto do contrato ,Descumprimento do cronograma físico-financeiro do objeto
14111,A obra paralisada está sendo deteriorada por intempéries ou por vandalismo.,Atraso ou paralisação da obra por ação ou omissão do gestor
20255,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
22359,Risco de não entrada em operação comercial da UTE Mauá 3,Ausência de efetividade da obra
17195,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
14863,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
12920,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
19972,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
15352,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
9385,Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
17805,Inadequação das providências adotadas pela Administração para sanar interferências que possam provocar o atraso da obra.,Atraso ou paralisação da obra por ação ou omissão do gestor
14216,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
11218,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
6946,Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
8899,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
19257,"Ausência de cláusula que obrigue o contratado a conceder livre acesso aos documentos e registros contábeis da empresa, referentes ao objeto contratado, para os servidores dos órgãos e entidades públicas concedentes e dos órgãos de controle interno e externo, nos contratos 15/2017 e 65/2018, celebrados com recursos do Contrato de Repasse 840.202/2016 e nos Contratos 202/2015, 203/2015 e 124/2016, celebrados no âmbito do Convênio 802.155/2014",Cláusulas essenciais imprecisas ou ausentes
17296,Duplicidade na contratação/Licitação de serviços,Irregularidades na habilitação e qualificação da licitante
20628,Extrapolação do limite de aditivo de 50% sobre o valor inicial para obras de reforma.,Outras irregularidades na execução do contrato
14833,Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
19699,PINDOBAÇU - Pagamento de honorários advocatícios com recursos dos precatórios do Fundef.,Liquidação e/ou pagamento irregular da despesa
18761,UNA - A.17 - Irregularidades nos procedimentos licitatórios/processos de contratação direta do transporte escolar.,"Adoção de tipo, regime ou modalidade de licitação indevidos"
15913,"Formalização de termo aditivo objetivando o reequilíbrio econômico-financeiro do contrato, fora das hipóteses legais.","Aditivos irregulares, injustificados ou não celebrados"
6915,Critério de reajuste inexistente ou inadequado.,Cláusulas essenciais imprecisas ou ausentes
20417,Atendimento parcial das determinações proferidas no Acórdão 4.493/2014-2C (TC 015.885/2012-7) - item 1.7.1 e subitens.,Irregularidades na execução do convênio
20362,Objeto insuficientemente detalhado,"Projeto inexistente, deficiente ou desatualizado"
13268,Pagamento por serviços não realizados.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
6733,Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
19100,Gestão irregular do empreendimento.,Seleção de projeto não prioritário
7924,"Retenção/pagamento de tributos (contribuição previdênciária, IR, ISS, etc.) em desacordo com os percentuais previstos no BDI da contratada ou na legislação vigente.",Liquidação e/ou pagamento irregular da despesa
9363,Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
7750,Não comprovação da execução dos serviços contratados.,Liquidação e/ou pagamento irregular da despesa
10028,Indícios de conluio entre licitantes.,Direcionamento da licitação ou licitação montada
8096,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
13226,Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
5598,Projeto básico/executivo deficiente ou inexistente - Orçamento do Edital / Contrato / Aditivo Incompleto ou Inadequado.,Falha na composição dos custos expressos na planilha orçamentária
7133,Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
22629,Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
20238,Alunos que percorrem mais de 2 km a pé para chegar aos pontos de embarque/desembarque no transporte escolar.,Irregularidades na execução do convênio
15929,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
7240,"Parcelamento inadequado, gerando restrição à competitividade ou prejuízo à Administração por perda de economia de escala.",Restrição à competitividade do certame
5603,Itens instalação/manutenção de canteiros e mobilização/desmobilização não se encontram  detalhados no custo direto da obra.,Falha na composição dos custos expressos na planilha orçamentária
19150,Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
22565,Indícios de sobreposição de recursos para pagamentos de taxas da Federação Equestre Internacional (FEI).,Irregularidades na execução do convênio
22440,Termo aditivo desacompanhado de discriminação dos serviços/quantidades adicionados.,"Aditivos irregulares, injustificados ou não celebrados"
23159,"Não inclusão dos elevadores e equipamentos de ar condicionado nas licitações para execução dos prédios de cinco andares das obras relativas aos Contratos 9/2015 (6ª Etapa), 9/2016 (7ª Etapa) e 15/2015 (prédio multiuso do campus do Crato), e atraso na licitação em separado desses itens, ocasionando risco de conclusão dos empreendimentos sem esses equipamentos.",Gestão temerária
7011,Deficiência na apresentação das informações constantes da planilha orçamentária do Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
18466,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
18183,Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
17450,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
7690,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
7327,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
19412,"Declaração inverídica da Construtora Marcos e Danival Ltda., ",Divergência entre o contrato e o ato convocatório
20648,Alteração contratual retroativa indevida.,Outras irregularidades na execução do contrato
20380,Não foram apresentadas justificativas técnicas e econômicas para adoção do RDCi.,"Adoção de tipo, regime ou modalidade de licitação indevidos"
69,Projeto básico/executivo deficiente ou inexistente - Ausência de ART do responsável pela execução da obra.,Outras irregularidades na execução do contrato
13921,Metodologia utilizada para definição do orçamento e preço de referência deficiente e/ou inadequada.,Metodologia inadequada para definição do orçamento do objeto
21540,Concessão de diárias sem demonstração do interesse público e/ou sem a comprovação do deslocamento.,Gestão temerária
14120,Projeto básico/executivo sub ou superdimensionado.,"Projeto inexistente, deficiente ou desatualizado"
12567,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
11864,Duplicidade na contratação/Licitação de serviços,Irregularidades na habilitação e qualificação da licitante
20233,"Falta de nexo causal entre os meios disponíveis declarados pela empresa e os serviços medidos na execução da obra, com atestação de medição de serviços de obras com inconsistências no diário de obras e pagamento indevido em razão de ausência de nexo causalidade entre o serviço contratado e executado, tudo relativo aos recursos oriundos do Convênio 801397",Liquidação e/ou pagamento irregular da despesa
16614,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
19586,Intempestividade na aplicação das penalidades contratuais,Outras irregularidades na execução do contrato
19191,Critério de medição inadequado.,Metodologia inadequada para definição do orçamento do objeto
9465,Licitação realizada sem contemplar os requisitos mínimos exigidos pela Lei 8.666/93.,Irregularidades na condução do procedimento licitatório
8094,Utilização de equipamentos incompatíveis com as especificações técnicas dos serviços contratados.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
14568,O tipo de intervenção contratado é insuficiente para a manutenção da rodovia em boas condições.,"Projeto inexistente, deficiente ou desatualizado"
6938,Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
16333,Impropriedades na execução do convênio,Irregularidades na execução do convênio
16131,Sobrepreço decorrente de itens considerados em duplicidade.,Sobrepreço
17456,"Ausência de parcelamento do objeto, embora técnica e economicamente recomendável.",Restrição à competitividade do certame
7265,Falhas relativas à publicidade do edital de licitação.,Irregularidades na condução do procedimento licitatório
10176,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
13040,Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
19579,A obra paralisada está sendo deteriorada por intempéries ou por vandalismo.,Atraso ou paralisação da obra por ação ou omissão do gestor
20345,Obras realizadas sem a devida desapropriação dos terrenos (caracterização de esbulho pela Administração Pública).,Processo de desapropriação inexistente ou deficiente
8144,Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
7577,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
12740,O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
18565,Licitação realizada sem contemplar os requisitos mínimos exigidos pela Lei 8.666/93.,Irregularidades na condução do procedimento licitatório
16593,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
11465,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
17376,Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
19198,As condicionantes da Licença de Instalação não estão sendo atendidas.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
17406,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
13605,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
21386,Cobrança exorbitante para aquisição de edital.,Irregularidades na elaboração do ato convocatório
6781,Inclusão inadequada de itens na composição do BDI.,Falha na composição dos custos expressos na planilha orçamentária
11742,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
19803,Julgamento ou classificação de proposta em desacordo com os critérios do edital ou da legislação.,Julgamento em desconformidade com o edital e com a legislação (habilitação e propostas)
9802,Ausência de ART do projeto básico.,Ausência de ART do projeto
6844,Licitação de obras sem previsão orçamentária ou com previsão insuficiente ou ilimitada.,Dotação orçamentária incompatível com a execução do objeto
13126,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
21885,Não atendimento dos requisitos para adoção do regime de Contratação Integrada,"Adoção de tipo, regime ou modalidade de licitação indevidos"
21313,Quantitativos inadequados na planilha orçamentária.,"Projeto inexistente, deficiente ou desatualizado"
18118,Obra entregue sem estar devidamente concluída.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
14284,Adoção de regime de execução contratual inadequado ou antieconômico,"Adoção de tipo, regime ou modalidade de licitação indevidos"
7184,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
17255,Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
8774,"Ausência de parcelamento do objeto, embora técnica e economicamente recomendável.",Restrição à competitividade do certame
12088,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
5651,Sobrepreço - Sobrepreço decorrente de BDI excessivo.,Sobrepreço
13778,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
9393,Ausência de cláusulas essenciais no termo de convênio celebrado.,Irregularidades na formalização do convênio
13435,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
23170,"A situação tida como de emergência, que justificou a instauração do processo 25063.001352/2017-25 e culminou com a celebração do contrato 15/2017, firmado entre a empresa CSC Melo e o DSEI Leste, originou-se, totalmente, da falta de planejamento do órgão.",Contratação direta indevida ou não justificada
19073,Existência de atrasos que podem comprometer o prazo de entrega do empreendimento.,Descumprimento do cronograma físico-financeiro do objeto
16634,Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
12879,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
9913,O Plano de Trabalho apresentado pelo Convenente não contém todos os requisitos exigidos pelo art. 2º da Instrução Normativa STN nº 1.,Irregularidades na fase de proposição
20980,"Falha formal em edital relativa a Exigência de comprovação de quadro permanente sem permitir contrato de prestação	de serviços (Item 3.1.7 do relatório	de acompanhamento)

",Irregularidades na elaboração do ato convocatório
6931,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
22127,A.4.1 Superfaturamento quantitativo.,Irregularidades na execução do convênio
9723,O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
10467,Superfaturamento decorrente de jogo de planilha.,Superfaturamento
5615,"Ausência, no edital, de critério de aceitabilidade de preços máximos - Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.",Irregularidades na elaboração do ato convocatório
14996,Licitação sem projeto básico ou com projeto básico sem aprovação pela autoridade competente.,"Projeto inexistente, deficiente ou desatualizado"
14784,Deficiência nos levantamentos que fundamentam a elaboração dos projetos básico/executivo.,"Projeto inexistente, deficiente ou desatualizado"
23304,Retiradas da conta bancária sem comprovação da despesa.,Irregularidades na execução do convênio
13686,Não comprovação da execução dos serviços contratados.,Liquidação e/ou pagamento irregular da despesa
7655,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
11232,Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
5710,Medição/ pagamento de serviços não realizados - Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
8055,Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
19958,040/2013 - Critérios de habilitação insuficientes.,Irregularidades na habilitação e qualificação da licitante
7081,Descrição do PT presente no Edital / Contrato incompatível com aquela constante nas leis orçamentárias.,Dotação orçamentária incompatível com a execução do objeto
22978,Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
6974,Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
17914,Termo aditivo assinado após o término da vigência do contrato.,"Aditivos irregulares, injustificados ou não celebrados"
5892,Demais irregularidades graves no processo licitatório - Licitação realizada sem contemplar os requisitos mínimos exigidos pela Lei 8.666/93.,Irregularidades na condução do procedimento licitatório
15093,Superfaturamento decorrente de reajustamento irregular.,Superfaturamento
22662,Aquisição de equipamento foto repetidor por meio de inexigibilidade de licitação com justificativa de preço insuficiente.,Contratação direta indevida ou não justificada
7876,Inclusão de parcela referente ao IRPJ e CSLL na composição do BDI ou na planilha de custo direto.,Falha na composição dos custos expressos na planilha orçamentária
22814,Inobservância do princípio da vinculação ao instrumento convocatório,Irregularidades na habilitação e qualificação da licitante
12210,Inclusão de parcela referente ao IRPJ e CSLL na composição do BDI ou na planilha de custo direto.,Falha na composição dos custos expressos na planilha orçamentária
23328,Ausência de exigências mínimas na habilitação técnico-operacional como forma de atestar a capacidade da contratada para executar objeto de porte similar ao do contrato.,Irregularidades na habilitação e qualificação da licitante
7893,Adoção de regime de execução contratual inadequado ou antieconômico,"Adoção de tipo, regime ou modalidade de licitação indevidos"
12051,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
10963,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
8318,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
5148,"Não há interesse por parte da administração em dar continuidade à obra paralisada, mas não houve rescisão formal dos contratos da obra.",Atraso ou paralisação da obra por ação ou omissão do gestor
14114,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
23311,Ausência de critérios objetivos para o julgamento de proposta técnica.,Julgamento em desconformidade com o edital e com a legislação (habilitação e propostas)
18922,Execução das obras sem desvios de tráfego previstos na licitação.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
19152,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
7221,Pagamento por serviços não previstos contratualmente.,Liquidação e/ou pagamento irregular da despesa
13970,Gestão temerária de empreendimento.,Gestão temerária
22578,Liquidação irregular da despesa.,Liquidação e/ou pagamento irregular da despesa
21321,"Restrição à competitividade da licitação pela exigência de registro, no Conselho Regional de Administração, do responsável técnico da empresa contratada. ",Restrição à competitividade do certame
7551,Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
19491,Projeto básico subdimensionado,"Projeto inexistente, deficiente ou desatualizado"
5778,Demais irregularidades graves no processo licitatório - Licitação realizada sem contemplar os requisitos mínimos exigidos pela Lei 8.666/93.,Irregularidades na condução do procedimento licitatório
14857,Quantitativos inadequados na planilha orçamentária.,"Projeto inexistente, deficiente ou desatualizado"
22215,Burla ao procedimento licitatório,Contratação direta indevida ou não justificada
11830,Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
6921,Projeto básico/executivo sub ou superdimensionado.,"Projeto inexistente, deficiente ou desatualizado"
15134,Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
9400,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
7845,Itens instalação/manutenção de canteiros e mobilização/desmobilização não se encontram detalhados no custo direto da obra.,Falha na composição dos custos expressos na planilha orçamentária
15151,Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
18722,"Pagamento sem verificação da regularidade fiscal-previdenciária da empresa Icaraí Turismo Táxi Aéreo Ltda, no bojo do contrato nº 9/2018 firmado com o DSEI-Yanomami",Fiscalização contratual inexistente ou deficiente
7522,Itens instalação/manutenção de canteiros e mobilização/desmobilização não se encontram detalhados no custo direto da obra.,Falha na composição dos custos expressos na planilha orçamentária
23300,Permanência de beneficiários consumidores não mais enquadrados no programa.,Irregularidades na execução do convênio
12899,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
22986,Superfaturamento quantitativo (quantidade entregue/realizada inferior à quantidade contratada).,Liquidação e/ou pagamento irregular da despesa
19107,Transferência ilegítima de recursos da Chesf para a SPE ETN,Gestão temerária
22666,"Não exclusão, quando da prorrogação do Contrato 6/2011, de parcela relativo ao aviso prévio trabalhado",Falha na composição dos custos expressos na planilha orçamentária
8258,Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
20462,"Aquisição irregular por dispensa de licitação, com direcionamento da compra do imóvel",Contratação direta indevida ou não justificada
21128,Ausência de informações no Siconv Acará/PA Máquinas,"Ausência e/ou deficiência de publicidade, de transparência e de registros no SICONV"
9049,Licitação realizada sem contemplar os requisitos mínimos exigidos pela Lei 8.666/93.,Irregularidades na condução do procedimento licitatório
17017,Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
23148,Cronograma do projeto executivo em desacordo com anteprojeto e o edital de licitação,Outras irregularidades na execução do contrato
8441,Falta de publicidade devida ao contrato/aditivo.,"Ausência de formalização, publicidade e/ou transparência do contrato"
22967,Impropriedades na execução do convênio,Irregularidades na execução do convênio
21553,"Não operacionalização do contrato emergencial destinado a manutenção e operação da Eclusa de sobradinho, dentro do prazo de 180 dias previsto no art. 24, inciso IV, in fine, da Lei 8666/1993.",Contratação direta indevida ou não justificada
5661,Projeto básico/executivo deficiente ou inexistente - Deficiência do projeto básico ou projeto básico desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
17275,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
21884,Escolha de empresa pré-contratada sem a devida pesquisa de preços.,Contratação direta indevida ou não justificada
7533,Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
16410,Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
14451,As condicionantes da Licença de Instalação não estão sendo atendidas.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
13340,Orçamento em desconformidade com as disposições da Lei de Diretrizes Orçamentárias,Falha na composição dos custos expressos na planilha orçamentária
16354,Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
18363,Avanço desproporcional das etapas de serviço.,Descumprimento do cronograma físico-financeiro do objeto
19661,Utilização de critério de medição para a administração local incompatível com a jurisprudência vigente,Cláusulas essenciais imprecisas ou ausentes
13636,Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
10955,Superfaturamento decorrente de quantitativo inadequado.,Superfaturamento
5570,Deficiência grave de fiscalização/supervisão - Fiscalização inadequada da obra consubstanciada na existência de pagamentos de serviços não recebidos ou feito a empresas não vinculadas à obra.,Fiscalização contratual inexistente ou deficiente
22826,Existência de atrasos na liberação dos recursos pelo Ministério das Cidades,Descumprimento do cronograma físico-financeiro do objeto
12189,Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
14296,Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
5818,Ausência de registro dos contratos no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
16843,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
17629,Inexistência de Termo de Recebimento Definitivo do objeto contratado.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
8863,Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
21180,Superfaturamento decorrente da diferença entre o total pago pela obra e o total do orçamento paradigma,Superfaturamento
9325,Falhas relativas à publicidade do edital de licitação.,Irregularidades na condução do procedimento licitatório
18993,"Superfaturamento - Superfaturamento decorrente de preços excessivos frente ao mercado (serviços, insumos e encargos).",Superfaturamento
19079,Administração local da obra com critério de pagamento fixo mensal,Metodologia inadequada para definição do orçamento do objeto
17023,Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
9409,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
