ACHADO,TIPO_ACHADO
Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
"Utilização de pregão na modalidade presencial, ao invés da eletrônica, sem a pertinente justificativa que respalde esse procedimento","Adoção de tipo, regime ou modalidade de licitação indevidos"
"Perda potencial ou efetiva de serviços realizados, em face da não execução concomitante de serviços essenciais à integridade da obra.",Outras irregularidades na execução do contrato
Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
Ausência de cláusula de reajuste de preço no Pregão Eletrônico 27/PRE/2017.,Irregularidades na elaboração do ato convocatório
Deficiências na especificação do modelo BIM,"Projeto inexistente, deficiente ou desatualizado"
Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Critério de medição inadequado ou incompatível com o objeto real pretendido.,Cláusulas essenciais imprecisas ou ausentes
Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
Início de investimento com duração superior a um ano sem constar no Plano Plurianual.,Dotação orçamentária incompatível com a execução do objeto
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Itens instalação/manutenção de canteiros e mobilização/desmobilização não se encontram detalhados no custo direto da obra.,Falha na composição dos custos expressos na planilha orçamentária
Ausência de licenças ambientais de âmbito estadual e local.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
Descumprimento do cronograma de aportes de capital originalmente previsto no empreendimento da Six/UNITEC,Descumprimento do cronograma físico-financeiro do objeto
Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
Inadequação de providências para retomar obra paralisada.,Atraso ou paralisação da obra por ação ou omissão do gestor
Deficiência na apresentação das informações constantes da planilha orçamentária do Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
Modalidade indevida de licitação - Modalidade de Licitação Inadequada.,"Adoção de tipo, regime ou modalidade de licitação indevidos"
Gestão temerária na implantação do empreendimento Comperj.,Gestão temerária
Existência de atrasos que podem comprometer o prazo de entrega do empreendimento.,Descumprimento do cronograma físico-financeiro do objeto
"Sobrepreço - Sobrepreço decorrente de preços excessivos frente ao mercado (serviços, insumos e encargos).",Sobrepreço
As condicionantes da Licença de Instalação não estão sendo atendidas.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
Falta de retenção da garantia prevista na Lei 8.666/93.,Garantia contratual inexistente
Houve recebimento indevido da obra.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
214/2013 - Critérios de habilitação insuficientes,Irregularidades na habilitação e qualificação da licitante
Pagamento de diárias com habitualidade e auto concessão a Presidente licenciado do Crea/MS.,Gestão temerária
Impropriedades na execução orçamentária.,Outras irregularidades na execução do contrato
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Inadequabilidade do objeto em relação às necessidades da população (ausência de benefício social da obra conveniada).,Deficiência ou ausência do acompanhamento e fiscalização pelo órgão concedente
Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
Inclusão inadequada de itens na composição do BDI.,Falha na composição dos custos expressos na planilha orçamentária
Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
Ocorrência de atrasos na execução do cronograma do contrato e inexistência de processo de responsabilização,Descumprimento do cronograma físico-financeiro do objeto
Deficiência na apresentação das informações constantes da planilha orçamentária do Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
Quantitativos inadequados na planilha orçamentária.,"Projeto inexistente, deficiente ou desatualizado"
Inexistência de Termo de Recebimento Definitivo do objeto contratado.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Perdas econômicas e sociais em face da não execução concomitante de serviços essenciais à funcionalidade da obra.,Ausência de efetividade da obra
Indícios de simulação de fornecimento de produtos à administração pública.,Liquidação e/ou pagamento irregular da despesa
Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Projeto básico deficiente e desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Gestão temerária de empreendimento.,Gestão temerária
Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Critério de medição inadequado ou incompatível com o objeto real pretendido.,Cláusulas essenciais imprecisas ou ausentes
"Cópia 1 de ""Inobservância dos requisitos legais e técnicos de acessibilidade de pessoas com deficiência ou com mobilidade reduzida.""","Projeto inexistente, deficiente ou desatualizado"
Fragilidade ou deficiência na execução de contratos do RDC.,Outras irregularidades na execução do contrato
"Concorrência nº 01/2015 para execução do empreendimento de ampliação B da subestação Povo Novo conduzida por comissão de licitação integralmente composta por membros não pertencentes ao quadro permanente da TSLE, em desacordo com o artigo 51 da lei 8666/93.",Irregularidades na condução do procedimento licitatório
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Estatização das SPEs em prejuízo aos interesses da Chesf e aos planos de negócios dos empreendimentos,Outras irregularidades na execução do contrato
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Orçamento em desconformidade com as disposições da Lei de Diretrizes Orçamentárias,Falha na composição dos custos expressos na planilha orçamentária
"Utilização dos recursos destinados aos projetos audiovisuais em desacordo com os propósitos da Lei de Incentivo à Cultura, da Lei do Audiovisual e da Política Nacional do Cinema.",Irregularidades na fase de proposição
O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
Projeto básico/executivo deficiente ou inexistente - Ausência de ART do projeto básico.,Ausência de ART do projeto
Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
Gestão temerária de empreendimento.,Gestão temerária
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Intempestividade das providências adotadas pela Administração para sanar interferências que provocaram o atraso da obra,Descumprimento do cronograma físico-financeiro do objeto
Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Pagamento por serviços não previstos contratualmente.,Liquidação e/ou pagamento irregular da despesa
Inexecução ou execução parcial do objeto pactuado.,Irregularidades na execução do convênio
Sobrepreço decorrente de jogo de planilha.,Sobrepreço
Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
Fraude à licitação ,Irregularidades na condução do procedimento licitatório
Desatualização ou inconsistências dos dados do Simec,Gestão temerária
"Pagamento de remunerações a funcionários e dirigentes não estatutários em valores superiores ao teto constitucional, por entidades totalmente dependentes de recursos públicos para sua manutenção.",Irregularidades na execução do convênio
Perdas econômicas e sociais em face da não execução concomitante de serviços essenciais à funcionalidade da obra.,Ausência de efetividade da obra
Cláusulas do edital/contrato em desconformidade com os preceitos da legislação relativa ao RDC,Irregularidades na elaboração do ato convocatório
"Desvio de objeto devido a alterações qualitativas (mudanças de projeto e de técnicas construtivas, modificações relevantes de materiais - tipo e qualidade).","Aditivos irregulares, injustificados ou não celebrados"
Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Falta de publicidade devida ao contrato/aditivo.,"Ausência de formalização, publicidade e/ou transparência do contrato"
Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Ausência de detalhamento nas especificações técnicas quanto ao treinamento para uso da instrumentação a ser instalado da barragem,"Projeto inexistente, deficiente ou desatualizado"
Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Inexistência de controles pelo município de Rorainópolis/RR quanto à retirada e descarte de material (bota-fora) pela empresa contratada.,Irregularidades na execução do convênio
"Perda potencial ou efetiva de serviços realizados, em face da não execução concomitante de serviços essenciais à integridade da obra.",Outras irregularidades na execução do contrato
ausência de informação sobre os locais de jazidas e botas foras utilizados;,Fiscalização contratual inexistente ou deficiente
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
Superfaturamento decorrente de BDI excessivo.,Superfaturamento
Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
Falta de publicidade devida ao contrato/aditivo.,"Ausência de formalização, publicidade e/ou transparência do contrato"
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Critério de reajuste inexistente ou inadequado.,Cláusulas essenciais imprecisas ou ausentes
Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
"Ausência, no edital, de critério de aceitabilidade de preços máximos - Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.",Irregularidades na elaboração do ato convocatório
Existência de atrasos que  comprometeram o prazo de entrega do empreendimento.,Descumprimento do cronograma físico-financeiro do objeto
Falta de atualização da garantia prevista na Lei 8.666/93.,Garantia contratual inexistente
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Indício de fraude em licitação,Restrição à competitividade do certame
Obras realizadas em terrenos não desapropriados (caracterização de esbulho pela Administração Pública).,Processo de desapropriação inexistente ou deficiente
As condicionantes da Licença de Instalação não estão sendo atendidas.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
Ausência ou inadequação de providências para retomar obra paralisada.,Atraso ou paralisação da obra por ação ou omissão do gestor
Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Obra de grande vulto não constitui projeto orçamentário específico no nível de título.,Dotação orçamentária incompatível com a execução do objeto
Sobrepreço decorrente de BDI excessivo.,Sobrepreço
As condicionantes da Licença de Instalação não estão sendo atendidas.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
Superfaturamento decorrente de quantitativo inadequado.,Superfaturamento
Ausência de formalização do contrato (contrato verbal).,"Ausência de formalização, publicidade e/ou transparência do contrato"
Irregularidade grave na execução do convênio - Os desembolsos dos recursos referentes ao convênio ocorreram desconforme previsto no Plano de Trabalho correspondente.,Irregularidades na execução do convênio
Orçamento em desconformidade com as disposições da Lei de Diretrizes Orçamentárias,Falha na composição dos custos expressos na planilha orçamentária
Obras com atraso na execução física- SES Itabuna,Descumprimento do cronograma físico-financeiro do objeto
Gestão temerária relativa à omissão quanto a reavaliação do Projeto Rnest,Gestão temerária
Inadequação das providências adotadas pela Administração para sanar interferências que possam provocar o atraso da obra.,Atraso ou paralisação da obra por ação ou omissão do gestor
Paralisação e/ou Atraso Decorrente de Falta de Previsão Orçamentária.,Gestão temerária
Itens instalação/manutenção de canteiros e mobilização/desmobilização não se encontram  detalhados no custo direto da obra.,Falha na composição dos custos expressos na planilha orçamentária
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Irregularidade das providências adotadas pela Administração para sanar interferências que possam provocar  o atraso da obra.,Atraso ou paralisação da obra por ação ou omissão do gestor
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Falha formal em edital relativa a Exigência de carta de credenciamento emitida pelo fabricante (Item 3.5.13 do relatório de acompanhamento),Restrição à competitividade do certame
Achado A.7. Ausência de segregação de funções entre gestor e fiscal de contrato.,Fiscalização contratual inexistente ou deficiente
Superfaturamento por pagamento indevido de despesas relativas a atraso na execução da obra.,Superfaturamento
Projeto básico/executivo deficiente ou inexistente - Orçamento do Edital / Contrato / Aditivo Incompleto ou Inadequado.,Falha na composição dos custos expressos na planilha orçamentária
"Adoção de inadequada modalidade de licitação, em sede de aquisição de medicamentos em Seabra/BA.","Adoção de tipo, regime ou modalidade de licitação indevidos"
Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
"Contratação irregular de empregados, sem concurso público ou processo seletivo",Gestão temerária
Motivação deficiente do ato de escolha do regime da contratação integrada do RDC.,Irregularidades na elaboração do ato convocatório
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Achado A.9. Contrato C1/03/004: Dispensa de licitação sem demonstração da existência de requisitos necessários para caracterização de materialização de hipótese de incidência prevista em lei. ,Contratação direta indevida ou não justificada
"Retenção/pagamento de tributos (contribuição previdênciária, IR, ISS, etc.) em desacordo com os percentuais previstos no BDI da contratada ou na legislação vigente.",Liquidação e/ou pagamento irregular da despesa
Impropriedades na execução do convênio,Irregularidades na execução do convênio
Ausência de cláusulas essenciais no termo de convênio celebrado.,Irregularidades na formalização do convênio
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
Deficiência na fiscalização/supervisão da obra - Fiscalização e/ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Ausência de cadastramento de contrato ou convênio no SIASG - Contrato não cadastrado no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
Inobservância dos requisitos legais e técnicos de acessibilidade de pessoas portadoras de deficiência ou com mobilidade reduzida.,"Projeto inexistente, deficiente ou desatualizado"
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
"Planilhas orçamentárias dos laudos técnicos utilizados em substituição aos projetos básicos, relativamente às estradas vicinais, com insuficiência de elementos para precisar de forma adequada os quantitativos de serviços de terraplenagem e, por conseguinte, os custos das obras.",Falha na composição dos custos expressos na planilha orçamentária
Restrição à competitividade da licitação decorrente de adoção indevida de pré-qualificação.,Restrição à competitividade do certame
Ausência de Plano de Trabalho referente ao exercício de 2017 (Camocim/CE e Eusébio/CE),Gestão temerária
Repasses indevidos de recursos na execução financeira do Termo de Compromisso,Irregularidades na execução do convênio
Quantitativos inadequados na planilha orçamentária.,"Projeto inexistente, deficiente ou desatualizado"
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
"Restrição ao caráter competitivo de certame licitatório em decorrência de exigências excessivas constantes no edital, ocasionando direcionamento da licitação",Restrição à competitividade do certame
Sobrepreço decorrente de itens considerados em duplicidade.,Sobrepreço
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
Liquidação irregular da despesa.,Liquidação e/ou pagamento irregular da despesa
"Dispositivos de segurança inservíveis, implantados no decorrer da execução contratual, sem manutenção/substituição comprometendo a segurança viária da BR-262/ES;",Outras irregularidades na execução do contrato
Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
Liquidação irregular da despesa.,Liquidação e/ou pagamento irregular da despesa
"Julgamento irregular das propostas, em desacordo com os princípios da administração pública.",Julgamento em desconformidade com o edital e com a legislação (habilitação e propostas)
Existência de preços diferentes para o mesmo serviço.,Falha na composição dos custos expressos na planilha orçamentária
BELMONTE - A.6- Falta de limpeza adequada nos veículos utilizados para o transporte escolar.,Outras irregularidades na execução do contrato
Cláusulas do edital/contrato em desconformidade com os preceitos da LDO.,Irregularidades na elaboração do ato convocatório
Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
Inobservância dos requisitos legais e técnicos de acessibilidade de pessoas portadoras de deficiência ou com mobilidade reduzida.,"Projeto inexistente, deficiente ou desatualizado"
Ausência ou inadequação de providências para retomar obra paralisada.,Atraso ou paralisação da obra por ação ou omissão do gestor
Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
Deficiência na elaboração dos laudos de avaliação,Processo de desapropriação inexistente ou deficiente
"Ausência de parcelamento do objeto, embora técnica e economicamente recomendável.",Restrição à competitividade do certame
Ausência de ART do projeto básico.,Ausência de ART do projeto
Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Impropriedades na execução do convênio,Irregularidades na execução do convênio
Orçamentação apresentada no Contrato de Gestão sem prévio estudo técnico,Gestão temerária
As condicionantes da Licença de Instalação não estão sendo atendidas.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
"Sobrepreço no Fluxo de Caixa Marginal decorrente de superestimativa de alíquota de IRPJ e CSSL, e da base de cálculo do IRPJ e CSSL",Outras irregularidades na execução do contrato
"Ausência, no edital, de critério de aceitabilidade de preços máximos - Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.",Irregularidades na elaboração do ato convocatório
Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
Ausência de efetividade das ações promovidas pela Administração para solucionar questões relativas a desapropriações e remoções de interferências,Descumprimento do cronograma físico-financeiro do objeto
Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Sobrepreço decorrente de BDI excessivo.,Sobrepreço
Deficiência na apresentação das informações constantes da planilha orçamentária do Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
Existência de sub-rogação de contrato.,Subcontratação ou subrrogação irregular
A.9 - Ausência ou deficiência no controle sobre os serviços de transporte escolar por parte da Administração municipal.,Subcontratação ou subrrogação irregular
Ausência de instrumento jurídico de utilização de bem público imóvel (terreno),Irregularidades na formalização do convênio
Fragilidade ou deficiência na fase preparatória de licitação do RDC,Irregularidades na condução do procedimento licitatório
Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
A obra paralisada está sendo deteriorada por intempéries ou por vandalismo.,Atraso ou paralisação da obra por ação ou omissão do gestor
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
"Falta de nexo causal entre os meios disponíveis declarados pela empresa e os serviços medidos na execução da obra, com atestação de medição de serviços de obras com inconsistências no diário de obras e pagamento indevido em razão de ausência de nexo causalidade entre o serviço contratado e executado, tudo relativo aos recursos oriundos do Convênio 801397",Liquidação e/ou pagamento irregular da despesa
"Fracionamento irregular do objeto, resultando em fuga ao procedimento licitatório.",Contratação direta indevida ou não justificada
Obras realizadas em terrenos não desapropriados (caracterização de esbulho pela Administração Pública).,Processo de desapropriação inexistente ou deficiente
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
A sinalização não atende às exigências normativas.,"Projeto inexistente, deficiente ou desatualizado"
Deficiência na apresentação das informações constantes da planilha orçamentária do Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Superestimativa dos custos de apólice de seguro de riscos de engenharia,Metodologia inadequada para definição do orçamento do objeto
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
Interferências externas e internas que comprometeram o prazo de entrega do empreendimento,Descumprimento do cronograma físico-financeiro do objeto
Pagamento por serviços não previstos contratualmente.,Liquidação e/ou pagamento irregular da despesa
Anteprojeto de engenharia deficiente e/ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Projeto básico/executivo sub ou superdimensionado.,"Projeto inexistente, deficiente ou desatualizado"
"Ausência de parcelamento do objeto, embora técnica e economicamente recomendável.",Restrição à competitividade do certame
Projeto básico/executivo deficiente ou inexistente - Orçamento do Edital / Contrato / Aditivo Incompleto ou Inadequado.,Falha na composição dos custos expressos na planilha orçamentária
Ausência de ART do projeto executivo.,Ausência de ART do projeto
Restrição indevida à competitividade,Irregularidades na elaboração do ato convocatório
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Modalidade indevida de licitação.,"Adoção de tipo, regime ou modalidade de licitação indevidos"
Atraso na execução do empreendimento causado por questões fundiárias. ,Atraso ou paralisação da obra por ação ou omissão do gestor
O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Julgamento ou classificação das propostas em desacordo com os critérios do edital ou da legislação.,Julgamento em desconformidade com o edital e com a legislação (habilitação e propostas)
Atraso no cronograma das obras do TPS,Descumprimento do cronograma físico-financeiro do objeto
"Sobrepreço - Sobrepreço decorrente de preços excessivos frente ao mercado (serviços, insumos e encargos).",Sobrepreço
1) Os recursos não foram depositados em conta específica;,Gestão temerária
Descumprimento do cronograma de desembolso pactuado no contrato de gestão,Irregularidades na execução do convênio
Projeto básico/executivo deficiente ou inexistente - Ausência de ART do responsável pela execução da obra.,Outras irregularidades na execução do contrato
Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
O projeto não incorpora as soluções indicadas nos estudos preliminares de segurança viária,"Projeto inexistente, deficiente ou desatualizado"
Julgamento da fase de habilitação em desacordo com os critérios do edital ou da legislação.,Julgamento em desconformidade com o edital e com a legislação (habilitação e propostas)
Pré-contratação irregular,Irregularidades na condução do procedimento licitatório
Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Estudo de viabilidade técnica e econômico-financeira deficiente.,Ausência de estudos capazes de comprovar a viabilidade do projeto
Deficiências na fundamentação de RDC modalidade contratação integrada ,"Adoção de tipo, regime ou modalidade de licitação indevidos"
Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
Superfaturamento decorrente de reajustamento irregular.,Superfaturamento
Inclusão inadequada de itens na composição do BDI.,Falha na composição dos custos expressos na planilha orçamentária
Termo aditivo desacompanhado de discriminação dos serviços/quantidades adicionados.,"Aditivos irregulares, injustificados ou não celebrados"
Plano de trabalho com detalhamento insuficiente,Irregularidades na formalização do convênio
Implantação do empreendimento sem obtenção de todas as licenças e autorizações emitidas pelos órgãos competentes.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
Subcontratação irregular.,Subcontratação ou subrrogação irregular
Serviços contratados com sobrepreço em razão de fraudes ao caráter competitivo de licitações mediante conluio de licitantes,Sobrepreço
Ausência de assinatura de termo aditivo quando ocorreu alteração das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
Projeto executivo deficiente,"Projeto inexistente, deficiente ou desatualizado"
Impropriedades no orçamento estimado.,Falha na composição dos custos expressos na planilha orçamentária
Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Perda de serviços executados e não reaproveitados na nova planilha orçamentária.,Ausência de efetividade da obra
Inobservância dos requisitos legais e técnicos de acessibilidade de pessoas portadoras de deficiência ou com mobilidade reduzida.,"Projeto inexistente, deficiente ou desatualizado"
Projeto básico/executivo deficiente ou inexistente - Item computado em duplicidade na planilha de custos diretos e no BDI.,Sobrepreço
Sobrepreço decorrente de inclusão inadequada de novos serviços.,Sobrepreço
Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
Acréscimos ou supressões em percentual superior ao legalmente permitido.,"Aditivos irregulares, injustificados ou não celebrados"
Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
Deficiência na publicidade de procedimento licitatório.,Restrição à competitividade do certame
Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Deficiência da fiscalização exercida pelas prefeituras contratantes.,Fiscalização contratual inexistente ou deficiente
As cláusulas presentes no contrato assinado não estão de acordo com aquelas que foram apresentadas na minuta de contrato presente no edital de licitação.,Divergência entre o contrato e o ato convocatório
